stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
00009190,1736,"Main St N at Sproule Dr",,  43.690937, -79.766594,,,0,,,1
00009195,1737,"Vodden - Zum Main Station Stop NB",,  43.692806, -79.769043,,,0,,,1
00009210,1739,"Main St N at English St",,  43.694538, -79.771362,,,0,,,1
00009220,1740,"Main St N at Layham Gate",,  43.696209, -79.773605,,,0,,,1
00009230,1741,"Williams - Zum Main Station Stop NB",,  43.698566, -79.776718,,,0,,,1
00009235,1742,"Main St N btwn Layham Gate & Williams Pky E",,  43.697651, -79.775589,,,0,,,1
00009250,1744,"Main St N at Brickyard Way",,  43.700779, -79.779770,,,0,,,1
00009265,1746,"Main St N btwn Brickyard Way & Quarry Edge Dr",,  43.702148, -79.781738,,,0,,,1
00009270,1747,"Main St N at Quarry Edge Dr",,  43.703362, -79.783348,,,0,,,1
00009277,3668,"Main St s/of Bovaird Dr",,  43.705166, -79.785690,,,0,,,1
00009280,1748,"Bovaird - Zum Main Station Stop NB",,  43.706585, -79.787575,,,0,,,1
00009300,1750,"Hurontario St at Wexford Rd",,  43.709736, -79.791893,,,0,,,1
00009310,1751,"Hurontario St at Tremblay St",,  43.712452, -79.795570,,,0,,,0
00009320,1752,"Hurontario St opp Fisherman Dr",,  43.715027, -79.798973,,,0,,,1
00009330,1753,"Sandalwood Pkwy e/of Main St",,  43.718319, -79.802315,,,0,,,1
00009340,1754,"Sandalwood Pky E btwn Hurontario St and Sunforest",,  43.719246, -79.801277,,,0,,,0
00009350,1755,"Sandalwood Pky E at Sunforest Dr",,  43.720585, -79.799866,,,0,,,1
00009360,1756,"Sandalwood Pky E at 95 Sandalwood (Firestation)",,  43.722584, -79.797760,,,0,,,1
00009380,1758,"Conestoga Dr opp Loafers Lake Lane",,  43.726116, -79.797958,,,0,,,0
00009390,1759,"Heart Lake Terminal Route 2 Stop",,  43.727917, -79.798012,,,0,place_HTLK,,1
00009415,1760,"Conestoga Dr opp Mondragon Circle",,  43.729641, -79.796867,,,0,,,0
00009420,1761,"Sandalwood Pky E w/of Kennedy Rd N",,  43.727634, -79.794319,,,0,,,1
00009430,1762,"Sandalwood Pky E w/of Conestoga Dr",,  43.725201, -79.796654,,,0,,,1
00009440,1763,"Sandalwood Pky E opp 95 Sandalwood Pky E (Firestat",,  43.722969, -79.797783,,,0,,,1
00009450,1764,"Sandalwood Pky E at Braidwood Lake Rd",,  43.721024, -79.799767,,,0,,,1
00009460,1765,"Sandalwood Pky E w/of Braidwood Lake Rd",,  43.719975, -79.800903,,,0,,,1
00009470,1766,"Sandalwood Pky E at Hurontario St",,  43.718166, -79.802879,,,0,,,1
00009475,1767,"Sandalwood - Zum Main Station Stop SB",,  43.717308, -79.802681,,,0,,,1
00009480,1768,"Hurontario St at Fisherman Dr",,  43.715115, -79.799706,,,0,,,1
00009490,1769,"Hurontario St opp Tremblay St",,  43.712101, -79.795563,,,0,,,0
00009500,1770,"Hurontario St s/of Wexford Rd",,  43.709068, -79.791481,,,0,,,0
00009510,1771,"Hurontario St at 10086 Hurontario St (Stitches Out",,  43.707436, -79.789330,,,0,,,0
00009520,1772,"Hurontario St at Bovaird Dr W",,  43.706287, -79.787819,,,0,,,0
00009530,1773,"Bovaird - Zum Main Station Stop SB",,  43.704960, -79.785995,,,0,,,1
00009540,1774,"Main St N at Gillingham Dr",,  43.703529, -79.784019,,,0,,,1
00009550,1775,"Main St N btwn Gillingham Dr & Brickyard Way",,  43.701473, -79.781166,,,0,,,1
00009560,1776,"Main St N opp Brickyard Way",,  43.700542, -79.779884,,,0,,,1
00009580,1778,"Williams - Zum Main Station Stop SB",,  43.698288, -79.776901,,,0,,,1
00009590,1779,"Main St N at Archibald St",,  43.696388, -79.774208,,,0,,,1
00009600,1780,"Main St N at English St",,  43.694721, -79.771965,,,0,,,1
00009610,1781,"Vodden - Zum Main Station Stop SB",,  43.692623, -79.769180,,,0,,,1
00009620,1782,"Main St N at Rosedale Ave",,  43.691151, -79.767143,,,0,,,1
00009630,1783,"Main St N s/of David St",,  43.690002, -79.765602,,,0,,,1
00009640,1784,"Main St N at Church St",,  43.688255, -79.763306,,,0,,,1
00009650,1785,"Nelson - Zum Main Station Stop SB",,  43.687317, -79.761993,,,0,,,1
00009660,1786,"Main St N at Queen St W",,  43.686008, -79.760246,,,0,,,1
00009670,1787,"Wellington - Zum Main Station Stop SB",,  43.684822, -79.758636,,,0,,,1
00009680,1788,"Main St S opp Woodbrook Dr",,  43.682732, -79.755814,,,0,,,1
00009700,1790,"Main St S at Clarence St",,  43.680389, -79.752647,,,0,,,1
00009715,1792,"Main St S btwn Harold St & Nanwood Dr",,  43.678329, -79.749916,,,0,,,1
00009720,1793,"Nanwood - Zum Main Station Stop SB",,  43.676300, -79.747299,,,0,,,1
00009730,1794,"Main St S at Elgin Dr",,  43.673603, -79.743774,,,0,,,1
00009750,1796,"Main St S at Charolais Blvd",,  43.669998, -79.738861,,,0,,,1
00009760,1797,"Main St S at Bartley Bull Pkwy",,  43.667603, -79.735718,,,0,,,1
00009770,1799,"Hurontario St s/of Steeles Ave (School Special)",,  43.665237, -79.732552,,,0,,,1
00009780,1800,"Sir Lou - Zum Main Station Stop SB",,  43.661194, -79.727081,,,0,,,1
00009785,1801,"Ray Lawson - Zum Main Station Stop SB",,  43.658695, -79.723785,,,0,,,1
00009790,1802,"County Court Blvd (S) e/of Hurontario St",,  43.659519, -79.722191,,,0,,,1
00009800,1803,"County Court Blvd e/of Havelock Dr-School Special",,  43.660423, -79.721199,,,0,,,1
00009810,1804,"County Court Blvd n/of Havelock Dr (E)",,  43.661724, -79.720276,,,0,,,0
00009820,1805,"County Court Blvd at Mossbank Dr",,  43.663666, -79.721016,,,0,,,1
00009830,1806,"County Court Blvd at Seminole Dr",,  43.664440, -79.723740,,,0,,,1
00009840,1807,"County Court Blvd at Turtlecreek Blvd",,  43.662888, -79.726158,,,0,,,0
00009867,3607,"Clark Blvd w/of Peel Centre Dr",,  43.714310, -79.719673,,,0,,,1
00009875,3591,"Clark Blvd w/of Central Park Dr",,  43.715565, -79.718010,,,0,,,0
00009880,1809,"Clark Blvd opp Kings Cross Rd",,  43.718487, -79.712898,,,0,,,1
00009885,3592,"Central Park Dr n/of Clark Blvd",,  43.717430, -79.716316,,,0,,,1
00009890,1810,"Clark Blvd at Edenborough Dr",,  43.720722, -79.710045,,,0,,,1
00009895,3593,"Central Park Dr s/of Knightsbridge Rd",,  43.717319, -79.716766,,,0,,,1
00009900,1811,"Clark Blvd at Earnscliffe Gate",,  43.722984, -79.709145,,,0,,,1
00009910,1812,"Clark Blvd e/of Esplanade Rd",,  43.724838, -79.708328,,,0,,,1
00009920,1813,"Clark Blvd e/of Finchgate Blvd",,  43.726288, -79.707680,,,0,,,1
00009930,1814,"Clark Blvd opp Folkstone Cres (W)",,  43.727589, -79.705994,,,0,,,1
00009940,1815,"Clark Blvd at Elrose Rd",,  43.727280, -79.702530,,,0,,,1
00009950,1816,"Clark Blvd at Eastbourne Dr",,  43.726383, -79.700676,,,0,,,1
00009960,1817,"Clark Blvd at Torbram Rd",,  43.727127, -79.697853,,,0,,,1
00009970,1818,"Clark Blvd e/of Torbram Rd",,  43.728577, -79.695900,,,0,,,0
00009980,1819,"Summerlea Rd n/of Clark Blvd",,  43.730751, -79.694405,,,0,,,0
00009990,1820,"Summerlea Rd at Colony Crt",,  43.731918, -79.695992,,,0,,,0
00010000,1821,"Summerlea Rd n/of RRX",,  43.733715, -79.698441,,,0,,,0
00010010,1822,"Summerlea Rd n/of Imperial Gate",,  43.735409, -79.700729,,,0,,,0
00010020,1823,"Walker Dr e/of Gateway Blvd",,  43.737988, -79.698601,,,0,,,0
00010030,1824,"Walker Dr e/of Gateway Blvd",,  43.738796, -79.697662,,,0,,,0
00010040,1825,"Walker Dr s/of Coventry Rd",,  43.738342, -79.695343,,,0,,,0
00010050,1826,"Walker Dr at Shaftsbury  Lane",,  43.736568, -79.692940,,,0,,,0
00010060,1827,"Walker Dr opp Indell Lane",,  43.735313, -79.691246,,,0,,,0
00010065,1828,"Walker Dr at Clark Blvd",,  43.734135, -79.689667,,,0,,,0
00010070,1829,"Clark Blvd at Airport Rd",,  43.735134, -79.686684,,,0,,,0
00010080,1830,"Clark Blvd at Devon Rd",,  43.736652, -79.684578,,,0,,,1
00010100,1831,"Devon Rd at 74 Devon Rd",,  43.735088, -79.682144,,,0,,,0
00010101,6082,"Pearson Int Airport Terminal 1 Ground Level",,  43.681984, -79.612968,,,0,,,1
00010110,1833,"Devon Rd at 50 Devon Rd",,  43.733097, -79.679474,,,0,,,0
00010120,1834,"Devon Rd at Intermodal Dr",,  43.731758, -79.677803,,,0,,,0
00010125,1835,"Intermodal - Zum Bovaird Station Stop NB",,  43.731186, -79.678795,,,0,,,0
00010130,1836,"Woodslea - Zum Bovaird Station Stop SB",,  43.730850, -79.678993,,,0,,,1
00010135,1837,"Woodslea Rd w/of Airport Road",,  43.730366, -79.679314,,,0,,,0
00010140,1838,"Woodslea Rd at Walker Dr",,  43.729019, -79.681152,,,0,,,0
00010150,1839,"Walker Dr at Flachsmann Whse",,  43.726933, -79.679886,,,0,,,0
00010160,1840,"Walker Dr opp Humpty Dumpty Whse",,  43.725784, -79.678474,,,0,,,0
00010170,1841,"Walker Dr at 80 Walker Dr",,  43.723984, -79.678551,,,0,,,0
00010180,1842,"Walker Dr at 78 Walker Dr",,  43.722218, -79.678864,,,0,,,0
00010190,1843,"Summerlea Rd n/of Walker Dr",,  43.720428, -79.680420,,,0,,,0
00010200,1844,"Summerlea Rd at 75 Summerlea Rd",,  43.721981, -79.682503,,,0,,,0
00010210,1845,"Summerlea Rd at 99 Summerlea Rd",,  43.723442, -79.684456,,,0,,,0
00010230,1847,"Summerlea Rd n/of Trojan Crt",,  43.725105, -79.686714,,,0,,,0
00010240,1848,"Summerlea Rd at Atlas Crt",,  43.727524, -79.690025,,,0,,,0
00010250,1849,"Summerlea Rd at Barton Crt",,  43.729111, -79.692162,,,0,,,0
00010260,1850,"Clark Blvd at Torbram Rd",,  43.727741, -79.697411,,,0,,,0
00010265,1851,"Clark Blvd btwn Summerlea and Torbram Rd",,  43.728870, -79.695847,,,0,,,0
00010270,1852,"Clark Blvd opp Ellerslie Rd",,  43.726818, -79.698799,,,0,,,1
00010280,1853,"Clark Blvd w/of Folkstone Cres (E)",,  43.727428, -79.702431,,,0,,,1
00010290,1854,"Clark Blvd e/of Folkstone Cres",,  43.727867, -79.705574,,,0,,,1
00010300,1855,"Clark Blvd at Finchgate Blvd",,  43.726215, -79.707954,,,0,,,1
00010310,1856,"Clark Blvd opp Esplanade Rd",,  43.724976, -79.708504,,,0,,,1
00010320,1857,"Clark Blvd opp Earnscliffe Gate",,  43.723438, -79.709190,,,0,,,1
00010330,1858,"Clark Blvd at Fleetwood Cres",,  43.721298, -79.709984,,,0,,,1
00010340,1859,"Clark Blvd at Bramalea Rd",,  43.720089, -79.710968,,,0,,,1
00010350,1860,"Clark Blvd at Kings Cross Rd",,  43.718979, -79.712631,,,0,,,1
00010360,1861,"Clark Blvd at Central Park Dr",,  43.717056, -79.715187,,,0,,,0
00010400,1865,"Mountainberry Rd e/of Snowcap Rd",,  43.764748, -79.732819,,,0,,,0
00010420,1866,"Mountainberry Rd at Snow Leopard Crt (N)",,  43.766079, -79.730316,,,0,,,0
00010440,1868,"Mountainberry Rd btwn Snow Leopard & Narrow Valley",,  43.764389, -79.726776,,,0,,,0
00010450,1869,"Mountainberry Rd opp Mount Rainer Cres (W)",,  43.761642, -79.727371,,,0,,,0
00010460,1870,"Mountainberry Rd at Snowcap Rd",,  43.761032, -79.730682,,,0,,,0
00010470,1871,"Peter Robertson Blvd w/of Mountainash Rd",,  43.760311, -79.733063,,,0,,,1
00010480,1872,"Peter Robertson Blvd at Eagleridge Dr",,  43.758469, -79.735252,,,0,,,1
00010490,1873,"Peter Robertson Blvd w/of Torbram Rd",,  43.756367, -79.737633,,,0,,,0
00010500,1874,"Peter Robertson Blvd at Barley Field Rd",,  43.754433, -79.739891,,,0,,,1
00010510,1875,"Peter Robertson Blvd at Sunny Meadow Blvd",,  43.752129, -79.741943,,,0,,,1
00010520,1876,"Sunny Meadow Blvd opp Oatfield Rd",,  43.752682, -79.743195,,,0,,,1
00010530,1877,"Sunny Meadow Blvd at Red Clover Rd",,  43.754150, -79.745216,,,0,,,0
00010540,1878,"Sunny Meadow Blvd at Red River Rd",,  43.755165, -79.746574,,,0,,,1
00010580,1882,"Black Forest Dr at Sprucelands Ave",,  43.749508, -79.753487,,,0,,,0
00010590,1883,"Black Forest Dr opp Willow Park Dr",,  43.747902, -79.754776,,,0,,,1
00010593,1884,"Black Forest Dr opp Bunchberry Way",,  43.746441, -79.755913,,,0,,,1
00010595,1885,"Fernforest Dr s/of Black Forest Dr (at Bobcat St)",,  43.743793, -79.755516,,,0,,,1
00010600,1886,"Peter Robertson Blvd w/of Fernforest Dr",,  43.740620, -79.754257,,,0,,,0
00010610,1887,"Peter Robertson Blvd w/of Hickroybush Ave",,  43.740349, -79.757683,,,0,,,0
00010620,1888,"Peter Robertson Blvd at Dixie Rd",,  43.739326, -79.759720,,,0,,,1
00010630,1889,"Guru Nanak St e/of Canada Goose Blvd",,  43.737446, -79.761658,,,0,,,1
00010640,1890,"Guru Nanak St e/of Blue Whale Blvd",,  43.736317, -79.762749,,,0,,,0
00010650,1891,"Guru Nanak St opp Riverbank Rd",,  43.734261, -79.763840,,,0,,,1
00010680,1892,"Guru Nanak St w/of Riverbank Rd",,  43.734081, -79.763702,,,0,,,1
00010690,1893,"Guru Nanak St w/of Rainstorm Rd",,  43.735497, -79.762947,,,0,,,0
00010700,1894,"Guru Nanak St opp Canada Goose Blvd",,  43.736954, -79.761909,,,0,,,1
00010705,1895,"Guru Nanak St w/of Dixie Rd",,  43.738266, -79.760445,,,0,,,1
00010710,1896,"Peter Robertson Blvd at Softneedle Ave",,  43.740231, -79.757339,,,0,,,1
00010720,1897,"Peter Robertson Blvd at Fernforest Dr",,  43.740379, -79.754669,,,0,,,0
00010730,1898,"Fernforest Dr at Kimberly Cres (S)",,  43.741058, -79.753899,,,0,,,1
00010740,1899,"Fernforest Dr at Hackberry Gate",,  43.743938, -79.755470,,,0,,,1
00010750,1900,"Black Forest Dr e/of Bunchberry Way",,  43.746651, -79.755486,,,0,,,0
00010760,1901,"Black Forest Dr e/of Willow Park Dr",,  43.748234, -79.754478,,,0,,,0
00010770,1902,"Black Forest Dr e/of Winterberry Gate",,  43.749409, -79.753365,,,0,,,0
00010780,1903,"Black Forest Dr at Bramalea Rd",,  43.750191, -79.752487,,,0,,,0
00010820,1907,"Sunny Meadow Blvd s/of Larkspur Rd",,  43.754982, -79.746544,,,0,,,0
00010830,1908,"Sunny Meadow Blvd at Squirreltail Way",,  43.754234, -79.745552,,,0,,,1
00010840,1909,"Sunny Meadow Blvd at Oatfield Rd",,  43.753120, -79.744057,,,0,,,1
00010845,1910,"Sunny Meadow Blvd at Peter Robertson Blvd",,  43.751907, -79.742470,,,0,,,1
00010850,1911,"Peter Robertson Blvd at Giraffe Ave (W)",,  43.752460, -79.741280,,,0,,,0
00010855,1912,"Sunny Meadow Blvd opp Thunderbird Trail",,  43.750393, -79.741241,,,0,,,1
00010857,4060,"Brampton Civic Hospital 12 SB / 35",,  43.747833, -79.741837,,,0,,,1
00010858,4061,"Brampton Civic Hospital 12NB",,  43.747871, -79.741798,,,0,,,1
00010860,1913,"Peter Robertson Blvd w/of Clover Bloom Rd",,  43.753819, -79.740334,,,0,,,1
00010870,1914,"Peter Robertson Blvd at Torbram Rd",,  43.756363, -79.737244,,,0,,,1
00010875,1915,"Peter Robertson Blvd at Red Stag Rd",,  43.757668, -79.735802,,,0,,,1
00010885,1917,"Peter Robertson Blvd at Mountainash Rd",,  43.760365, -79.732506,,,0,,,1
00010915,4057,"Sunny Meadow Blvd s/of Father Tobin Rd",,  43.765614, -79.761337,,,0,,,1
00010918,4056,"Sunny Meadow Blvd s/of Father Tobin Rd",,  43.765820, -79.761398,,,0,,,1
00010924,4055,"Sunny Meadow Blvd n/of Sparhill St",,  43.764633, -79.760002,,,0,,,1
00010925,4054,"Sunny Meadow Blvd btwn Vanderbrink Dr & Serenes",,  43.764412, -79.759483,,,0,,,1
00010929,4053,"Sunny Meadow Blvd n/of Australia Dr",,  43.763508, -79.758255,,,0,,,1
00010930,1921,"Sunny Meadow Blvd at Australia Dr",,  43.762951, -79.757759,,,0,,,0
00010931,4052,"Sunny Meadow Blvd at Stanley Mills Public School",,  43.760777, -79.757362,,,0,,,1
00010934,4051,"Sunny Meadow Blvd s/of Chapparal Dr",,  43.762009, -79.757004,,,0,,,0
00010938,4050,"Sunny Meadow n/of Black Cherry Ln",,  43.759289, -79.757057,,,0,,,1
00010940,1922,"Sunny Meadow Blvd opp Black Cherry Lane",,  43.759144, -79.757225,,,0,,,0
00010950,1923,"Sunny Meadow Blvd n/of Sandalwood Pkwy",,  43.757477, -79.754860,,,0,,,0
00010952,4049,"Sunny Meadow Blvd n/of Sandalwood Pky",,  43.757656, -79.754997,,,0,,,1
00010960,1924,"Sandalwood Pky E w/of Bramalea Rd",,  43.753742, -79.758003,,,0,,,1
00010970,1925,"Sandalwood Pky E at Rattlesnake Rd",,  43.752769, -79.759590,,,0,,,1
00010975,1926,"Sandalwood Pky E btwn Rattlesnake and Fernforest",,  43.751320, -79.761978,,,0,,,1
00010980,1927,"Sandalwood Pky E at Fernforest Dr",,  43.750267, -79.763542,,,0,,,1
00010990,1928,"Sandalwood Pky E btwn Fernforest Dr & Dixie Rd",,  43.748150, -79.766006,,,0,,,1
00011000,1929,"Sandalwood Pky E opp Springtown Trail",,  43.746647, -79.767540,,,0,,,1
00011010,1930,"Sandalwood Pky E w/of Dixie Rd",,  43.744873, -79.769623,,,0,,,1
00011020,1931,"Sandalwood Pky btwn Dixie Rd and Great Lakes Dr",,  43.743359, -79.771706,,,0,,,1
00011060,1933,"Trinity Common Terminal Route 32/23 WB/18B Stop",,  43.731441, -79.763451,,,0,place_SPTE,,1
00011100,1934,"Sandalwood Pky E w/of Heart Lake Rd",,  43.736015, -79.781395,,,0,,,1
00011110,1935,"Sandalwood Pky E at Royal Palm Dr (E)",,  43.733799, -79.785385,,,0,,,1
00011120,1936,"Sandalwood Pky E at Royal Palm Dr (W)",,  43.731590, -79.788116,,,0,,,0
00011130,1937,"Sandalwood Pky E at Richvale Dr (WB)",,  43.730282, -79.790016,,,0,,,1
00011140,1938,"Sandalwood Pky E at Kennedy Rd N",,  43.728443, -79.793198,,,0,,,0
00011150,1939,"Kennedy Rd N n/of Sandalwood Pky E",,  43.729481, -79.794937,,,0,,,1
00011160,1940,"Conestoga Dr at Mondragon Circle",,  43.729816, -79.797005,,,0,,,0
00011170,1941,"Heart Lake Terminal Route 23 WB Stop",,  43.727787, -79.798340,,,0,place_HTLK,,1
00011180,1942,"Conestoga Dr at Loafers Lake Lane",,  43.726166, -79.798630,,,0,,,1
00011240,1943,"Sandalwood Pky W w/of Hurontario St",,  43.716747, -79.804405,,,0,,,1
00011250,1944,"Sandalwood Pky W opp Hydro One Bldg.",,  43.714241, -79.807182,,,0,,,1
00011260,1945,"Sandalwood Pky W at Van Kirk Dr",,  43.710049, -79.810318,,,0,,,1
00011290,1947,"Queen Mary Dr at Gold Park Place",,  43.703697, -79.813889,,,0,,,0
00011300,1948,"Queen Mary Dr s/of Woodvalley Dr",,  43.701817, -79.810661,,,0,,,0
00011305,1949,"Queen Mary Dr s/of Whispering Hills Gate",,  43.700836, -79.808540,,,0,,,0
00011310,1950,"Queen Mary Dr s/of Lormel Gate",,  43.699669, -79.805847,,,0,,,0
00011320,1951,"Queen Mary Dr s/of Sunnybrook Cres (S)",,  43.696838, -79.804626,,,0,,,0
00011330,1952,"Queen Mary Dr at Briarcroft Rd (E)",,  43.695469, -79.805038,,,0,,,0
00011340,1953,"Queen Mary Dr e/of Edenbrook Hill Dr",,  43.694504, -79.806381,,,0,,,0
00011350,1954,"Edenbrook Hill Dr at Briarcroft Rd (W)",,  43.694878, -79.807816,,,0,,,0
00011351,1955,"Edenbrook Hill Dr n/of Packham Cr",,  43.695084, -79.810280,,,0,,,1
00011360,1956,"Edenbrook Hill Dr s/of Duffield Rd",,  43.695564, -79.813362,,,0,,,1
00011365,1957,"Edenbrook Hill Dr btwn Amboise Cres & Bonistel Cr",,  43.696606, -79.815216,,,0,,,1
00011405,1962,"Worthington Ave s/of Fairhill Ave",,  43.686020, -79.822121,,,0,,,1
00011410,1963,"Worthington Ave at Gabrielle Dr",,  43.685196, -79.820999,,,0,,,1
00011420,1964,"Worthington Ave at Clayborne Ave",,  43.683746, -79.819054,,,0,,,0
00011430,1965,"Worthington Ave at Salvation Rd",,  43.681313, -79.816071,,,0,,,0
00011440,1966,"Mount Pleasant GO Station  Route 9 Stop",,  43.674492, -79.822433,,,0,place_MPGO,,1
00011460,1967,"Worthington Ave n/of Creditview Rd (n/of Bovaird)",,  43.681599, -79.816177,,,0,,,0
00011470,1968,"Worthington Ave opp Clayborne Ave",,  43.683636, -79.818695,,,0,,,0
00011480,1969,"Worthington Ave opp Gabrielle Dr",,  43.684769, -79.820213,,,0,,,1
00011485,1970,"Worthington Ave at Fairhill Ave",,  43.686188, -79.822136,,,0,,,1
00011490,1971,"Brisdale Dr opp Schooner Dr",,  43.688232, -79.821815,,,0,,,0
00011510,1973,"Brisdale Dr n/of Sandy Beach Rd",,  43.690052, -79.825157,,,0,,,0
00011520,1974,"Brisdale Dr n/of Wetmeadow Dr",,  43.691822, -79.827545,,,0,,,1
00011530,1975,"Brisdale Dr at Sandalwood Pky W",,  43.693230, -79.829544,,,0,,,1
00011540,1976,"Brisdale Dr at Ranchero Dr opp St. Edmund Campion",,  43.694332, -79.831070,,,0,,,1
00011550,1977,"Brisdale Dr at Ramsey Lane",,  43.696091, -79.833488,,,0,,,1
00011560,1978,"Botavia Downs Dr e/of Brisdale Dr",,  43.697495, -79.834579,,,0,,,0
00011570,1979,"Botavia Downs Dr at Trumpet Valley Blvd",,  43.699158, -79.831856,,,0,,,0
00011583,3601,"Earlsbridge Blvd e/of Chinguacousy Rd - School",,  43.702015, -79.828583,,,0,,,0
00011590,1981,"Earlsbridge Blvd at Edenbrook Hill Dr",,  43.703930, -79.827065,,,0,,,0
00011630,1986,"Sandalwood Pky W at Queen Mary Dr",,  43.703915, -79.815224,,,0,,,1
00011640,1987,"Sandalwood Pky W at McLaughlin Rd N",,  43.706322, -79.812096,,,0,,,1
00011650,1988,"Sandalwood Pky W at Van Kirk Dr",,  43.709290, -79.810013,,,0,,,1
00011660,1989,"Sandalwood Pky W at Hydro One Bldg.",,  43.714008, -79.806953,,,0,,,1
00011670,1990,"Sandalwood Pky W at Hurontario St",,  43.717049, -79.803703,,,0,,,1
00011730,1991,"Heart Lake Terminal Route 21 Stop",,  43.727783, -79.798141,,,0,place_HTLK,,1
00011750,1992,"Sandalwood Pky E at Richvale Dr (EB)",,  43.729691, -79.790253,,,0,,,1
00011760,1993,"Sandalwood Pky E opp Royal Palm Dr (W)",,  43.731030, -79.788574,,,0,,,1
00011770,1994,"Sandalwood Pky E at Glover Gate",,  43.733341, -79.785423,,,0,,,1
00011780,1995,"Sandalwood Pky E at Heart Lake Rd",,  43.735214, -79.782143,,,0,,,1
00011790,1996,"Great Lakes Dr at Sandalwood Pky E",,  43.741016, -79.773369,,,0,,,1
00011810,1998,"Great Lakes Dr s/of Sailwind Rd (St. Isac E.S.)",,  43.736481, -79.769081,,,0,,,1
00011815,3588,"Great Lakes Dr s/of Serenity Ln",,  43.734726, -79.767258,,,0,,,0
00011825,3624,"Great Lakes Dr s/of Guru Nanak St",,  43.732773, -79.764351,,,0,,,1
00011830,2000,"Trinity Common Terminal Route 33/23 EB/21 Stop",,  43.731213, -79.763298,,,0,place_SPTE,,1
00011840,2001,"Great Lakes Dr at Beachsurf Rd",,  43.734158, -79.766235,,,0,,,1
00011850,2002,"Great Lakes Dr at Sailwind Rd",,  43.736832, -79.769173,,,0,,,1
00011860,2003,"Great Lakes Dr at Harold M. Brathwaite S.S.",,  43.737770, -79.770393,,,0,,,1
00011870,2004,"Great Lakes Dr at Sandalwood Pky E",,  43.741188, -79.773170,,,0,,,1
00011875,2005,"Sandalwood Pky at Rec Centre Entrance",,  43.743206, -79.771271,,,0,,,1
00011880,2006,"Sandalwood Pky E at Dixie Rd",,  43.744755, -79.769211,,,0,,,1
00011890,2007,"Sandalwood Pky E e/of Springtown Trail",,  43.746742, -79.767059,,,0,,,1
00011910,2009,"Sandalwood Pky E at Pinecone Way",,  43.752312, -79.759941,,,0,,,1
00011920,2010,"Sandalwood Pky E at Bramalea Rd",,  43.753765, -79.757530,,,0,,,1
00011940,2012,"Sandalwood Pky E e/of Sunny Meadow Blvd",,  43.757984, -79.753929,,,0,,,1
00011950,2013,"Sandalwood Pky E opp Black Cherry Lane",,  43.759109, -79.753273,,,0,,,1
00011960,2014,"Sandalwood Pky E at Cobblestone Crt",,  43.761070, -79.752327,,,0,,,1
00011970,2015,"Sandalwood Pky E at Lakespring Gate",,  43.763809, -79.750267,,,0,,,1
00011975,2016,"Sandalwood Pky E at Torbram Rd",,  43.764935, -79.748695,,,0,,,1
00011980,2017,"Torbram Rd n/of Sandalwood Pky E",,  43.765667, -79.748940,,,0,,,1
00011982,3623,"Torbram Rd at Brucewood Rd",,  43.767448, -79.751411,,,0,,,1
00011986,3655,"Torbram Rd s/of Father Tobin Rd",,  43.769684, -79.754486,,,0,,,0
00012040,2018,"English St w/of Main St N",,  43.694393, -79.771965,,,0,,,0
00012050,2019,"English St at Murray St",,  43.693413, -79.773033,,,0,,,0
00012060,2020,"English St e/of Talbot St",,  43.690716, -79.775963,,,0,,,0
00012070,2021,"English St at Vodden St W",,  43.689404, -79.776207,,,0,,,0
00012080,2022,"Vodden St W at Talbot St",,  43.689411, -79.778633,,,0,,,0
00012090,2023,"Vodden St W at Roseland Gate",,  43.689793, -79.782272,,,0,,,0
00012100,2024,"Vodden St W at Williams Pky W",,  43.690380, -79.784477,,,0,,,1
00012110,2025,"Royal Orchard Dr n/of Williams Pky W",,  43.690971, -79.785500,,,0,,,1
00012120,2026,"Royal Orchard Dr at Trailridge Dr",,  43.692211, -79.786232,,,0,,,1
00012130,2027,"Royal Orchard Dr opp Dunhill Rd",,  43.693798, -79.786850,,,0,,,1
00012140,2028,"Royal Orchard Dr at Suncrest Dr",,  43.694572, -79.787750,,,0,,,1
00012150,2030,"Royal Orchard Dr at Richwood Cres (S)",,  43.696491, -79.790314,,,0,,,1
00012160,2031,"Royal Orchard Dr at Richwood Cres (N)",,  43.696953, -79.792114,,,0,,,1
00012170,2032,"Royal Orchard Dr at Bovaird Dr",,  43.697956, -79.794594,,,0,,,1
00012180,2033,"Van Kirk Dr at Canam Cres (S)",,  43.698944, -79.796082,,,0,,,0
00012190,2034,"Van Kirk Dr at Canam Cres (N)",,  43.700077, -79.797798,,,0,,,0
00012200,2035,"Van Kirk Dr n/of Railway Tracks (northbound)",,  43.703732, -79.799858,,,0,,,0
00012210,2036,"Van Kirk Dr at 95 Van Kirk Dr",,  43.705715, -79.801567,,,0,,,0
00012220,2037,"Van Kirk Dr at 111 Van Kirk Dr",,  43.707615, -79.804138,,,0,,,0
00012230,2038,"Van Kirk Dr opp Regan Rd (N)",,  43.709137, -79.806351,,,0,,,0
00012240,2039,"Van Kirk Dr s/of Sandalwood Pky W",,  43.709572, -79.808388,,,0,,,0
00012250,2040,"Van Kirk Dr n/of Sandalwood Pky W",,  43.709698, -79.811081,,,0,,,0
